month,name,age,description,image,link
12,Nick Bollettieri,91,O treinador que mudou o ténis,https://imagens.publico.pt/imagens.aspx/1759484?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2022/12/11/desporto/noticia/nick-bollettieri-19312022-treinador-mudou-tenis-2030680
12,Georgia Holt,96,"Modelo, compositora e mãe de Cher",https://imagens.publico.pt/imagens.aspx/1759898?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2022/12/12/impar/noticia/morreu-georgia-holt-modelo-compositora-mae-cher-2031049
12,Manuel Göttsching,70,Músico alemão que continua a inspirar a música de dança,https://imagens.publico.pt/imagens.aspx/1760185?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2022/12/12/culturaipsilon/noticia/morreu-manuel-gottsching-homem-krautrock-continua-inspirar-musica-danca-2031162
12,Manuel Poppe,84,Cronista de lugares e paixões,https://imagens.publico.pt/imagens.aspx/1760192?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2022/12/12/culturaipsilon/noticia/manuel-poppe-19382022-cronista-lugares-paixoes-2031185
12,Angelo Badalamenti,85,O compositor de <em>Twin Peaks</em>,https://imagens.publico.pt/imagens.aspx/1760193?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2022/12/12/culturaipsilon/noticia/morreu-angelo-badalamenti-compositor-twin-peaks-2031189
12,Maria Manuel Viana,67,Escritora e tradutora portuguesa,https://imagens.publico.pt/imagens.aspx/1760397?tp=UH&db=IMAGENS&type=JFIF&w=500&act=resize,https://www.publico.pt/2022/12/13/culturaipsilon/noticia/escritora-tradutora-maria-manuel-viana-morre-67-anos-2031243
12,Reis Rodrigues,81,Vice-almirante contribuiu para o “prestígio externo da Defesa”,https://imagens.publico.pt/imagens.aspx/1761992?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2022/12/17/politica/noticia/morreu-vicealmirante-reis-rodrigues-contribuiu-prestigio-externo-defesa-2031874
12,Nélida Piñon,85,Primeira presidente mulher da Academia Brasileira de Letras,https://imagens.publico.pt/imagens.aspx/1762184?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2022/12/19/culturaipsilon/noticia/nelida-pinon-19372022-literatura-2031947
12,Lee Lorenz,90,Iilustrador ligado à revista New Yorker,https://imagens.publico.pt/imagens.aspx/1761864?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2022/12/18/culturaipsilon/noticia/lee-lorenz-19322022-procurou-diferentes-maneiras-exprimir-humor-2031697
12,Terry Hall,63,A voz poética dos The Specials,https://imagens.publico.pt/imagens.aspx/1762446?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2022/12/19/culturaipsilon/noticia/morreu-vocalista-the-specials-terry-hall-63-anos-2032069
12,Pedro Paulo Rangel,74,Presença marcante na TV brasileira,https://imagens.publico.pt/imagens.aspx/1763040?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2022/12/21/culturaipsilon/noticia/pedro-paulo-rangel-19482022-presenca-marcante-tv-brasileira-2032293
12,Mike Hodges,90,Um realizador que começou e acabou no crime,https://imagens.publico.pt/imagens.aspx/1763129?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2022/12/21/culturaipsilon/noticia/mike-hodges-19322022-realizador-comecou-acabou-crime-2032312
12,Thom Bell,79,O músico que arquitectou a philly soul,https://imagens.publico.pt/imagens.aspx/1763583?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2022/12/23/culturaipsilon/noticia/thom-bell-19432022-musico-arquitectou-philly-soul-2032539
12,Maxi Jazz,65,Vocalista do grupo britânico Faithless,https://imagens.publico.pt/imagens.aspx/1763839?tp=UH&db=IMAGENS&type=PNG&w=500&act=resize,https://www.publico.pt/2022/12/24/culturaipsilon/noticia/morreu-maxi-jazz-vocalista-faithless-2032639
12,António Mega Ferreira,73,O gestor cultural que vivia para escrever,https://imagens.publico.pt/imagens.aspx/1763983?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2022/12/26/culturaipsilon/noticia/antonio-mega-ferreira-gestor-cultural-vivia-escrever-2032812
12,Sofia Saldanha,47,Realizadora e radialista,https://imagens.publico.pt/imagens.aspx/1764041?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2022/12/26/culturaipsilon/noticia/realizadora-radialista-sofia-saldanha-morre-47-anos-2032743
12,Pelé,82,O escultor do futebol sem fronteiras,https://imagens.publico.pt/imagens.aspx/1765166?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2022/12/29/desporto/noticia/morreu-pele-19402022-escultor-futebol-fronteiras-1977510
12,Vivienne Westwood,81,A rainha do punk e da moda,https://imagens.publico.pt/imagens.aspx/1765280?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2022/12/29/culturaipsilon/noticia/morreu-criadora-vivienne-westwood-2033202
12,Bento XVI,95,O guardião da fé,https://imagens.publico.pt/imagens.aspx/1494718?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2022/12/31/sociedade/noticia/morreu-bento-xvi-guardiao-fe-1926877
12,Anita Pointer,74,Juntamente com as irmãs formou The Pointer Sisters,https://imagens.publico.pt/imagens.aspx/1765773?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2023/01/01/culturaipsilon/noticia/morreu-anita-pointer-sisters-74-anos-2033386
